0	0	0	438.915	473.973	0	0	0	0	0	529.605	215.796	0	0	0	0	0	0	0	0	539.825	415.479	0	0	0	495.267	496.444	0	0	0	0	0	0	0	0	216.831	541.221	256.861	0	0	0	421.186	524.682	0	0	0	0	0	0	0	177.425	518.162	0	0	0	0	0	0	252.111	508.715	0	0	0	0	0	0	0	0	508.297	518.676	332.683	204.365	404.912	544.183	423.475	0	0	0	0	0	0	0	0	499.602	356.337	0	0	0	0	0	485.976	389.659	0	0	0	0	0	0	0	358.569	520.698	0	0	0	0	248.87	537.596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	524.217	207.798	0	0	0	0	0	532.363	0	0	0	0	0	0	0	0	433.885	510.153	0	0	0	0	487.368	473.534	0	0	0	0	0	0	0	0	473.773	463.41	0	0	0	0	423.351	503.383	0	0	0	0	0	0	0	345.494	478.133	0	0	0	0	0	0	439.772	411.154	0	0	0	0	0	0	0	351.856	543.507	324.432	0	0	269.431	536.692	409.416	0	0	0	0	0	0	0	0	528.338	0	0	0	0	0	0	522.118	0	0	0	0	0	0	0	0	506.172	373.175	0	0	0	0	294.106	524.861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	244.965	526.4	0	0	0	0	0	473.537	434.744	0	0	0	0	0	0	0	0	506.525	481.438	0	0	0	404.407	540.224	0	0	0	0	0	0	0	0	0	529.77	397.604	0	0	0	233.983	540.78	211.962	0	0	0	0	0	0	0	509.178	235.284	0	0	0	0	0	0	519.11	122.064	0	0	0	0	0	0	0	443.969	539.764	375.26	111.807	302.388	513.6	510.873	0	0	0	0	0	0	0	0	398.553	478.733	0	0	0	0	0	358.402	496.545	0	0	0	0	0	0	0	0	538.068	190.332	0	0	0	0	519.886	353.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	532.315	0	0	0	0	0	317.355	508.896	0	0	0	0	0	0	0	0	499.196	463.14	0	0	0	0	526.884	380.782	0	0	0	0	0	0	0	0	521.221	380.754	0	0	0	0	493.251	434.562	0	0	0	0	0	0	0	450.592	395.248	0	0	0	0	0	0	499.049	270.978	0	0	0	0	0	0	0	447.786	527.783	217.367	0	0	374.694	546.207	266.53	0	0	0	0	0	0	0	244.107	509.334	0	0	0	0	0	0	526.008	0	0	0	0	0	0	0	0	533.761	192.755	0	0	0	0	426.629	479.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	198.092	527.765	0	0	0	0	0	448.038	457.322	0	0	0	0	0	0	0	0	506.797	473.584	0	0	0	348.569	543.48	126.54	0	0	0	0	0	0	0	0	528.922	387.253	0	0	0	0	535.9	291.518	0	0	0	0	0	0	0	500.098	283.027	0	0	0	0	0	0	516.41	157.963	0	0	0	0	0	0	0	448.671	535.947	338.02	0	199.78	490.517	527.001	0	0	0	0	0	0	0	0	373.638	485.853	0	0	0	0	0	309.266	506.285	0	0	0	0	0	0	0	0	537.494	172.037	0	0	0	0	505.323	393.434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	339.629	498.392	0	0	0	0	0	450.557	433.051	0	0	0	0	0	0	0	0	538.37	348.112	0	0	0	240.263	542.269	146.587	0	0	0	0	0	0	0	0	539.681	124.341	0	0	0	0	531.226	278.951	0	0	0	0	0	0	0	507.705	143.445	0	0	0	0	0	0	519.546	0	0	0	0	0	0	0	0	517.494	479.342	0	0	0	440.847	536.731	0	0	0	0	0	0	0	0	429.458	432.791	0	0	0	0	0	340.102	486.13	0	0	0	0	0	0	0	227.416	526.961	0	0	0	0	0	501.123	371.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	449.815	473.496	0	0	0	0	0	534.528	112.533	0	0	0	0	0	0	0	0	538.654	438.137	0	0	191.478	518.758	469.829	0	0	0	0	0	0	0	0	228.569	542.088	299.452	0	0	0	463.044	509.806	0	0	0	0	0	0	0	269.241	513.91	0	0	0	0	0	0	297.418	505.701	0	0	0	0	0	0	0	0	501.264	528.944	387.544	315.513	455.085	548.588	370.927	0	0	0	0	0	0	0	0	507.346	346.602	0	0	0	0	0	501.53	363.535	0	0	0	0	0	0	0	370.429	522.076	0	0	0	0	338.012	533.572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	469.903	437.18	0	0	0	0	0	531.944	96.744	0	0	0	0	0	0	0	183.497	543.911	346.676	0	0	0	491.881	492.005	0	0	0	0	0	0	0	0	318.76	534.293	0	0	0	0	419.031	520.637	0	0	0	0	0	0	0	230.48	512.515	0	0	0	0	0	0	317.647	494.382	0	0	0	0	0	0	0	0	529.289	490.995	228.081	0	375.104	542.143	421.438	0	0	0	0	0	0	0	0	513.062	280.757	0	0	0	0	0	497.724	346.083	0	0	0	0	0	0	0	411.489	500.139	0	0	0	0	254.605	535.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	532.934	0	0	0	0	0	233.616	521.357	0	0	0	0	0	0	0	0	484.854	476.352	0	0	0	0	513.075	424.543	0	0	0	0	0	0	0	0	510.893	405.589	0	0	0	0	468.872	466.548	0	0	0	0	0	0	0	419.792	430.66	0	0	0	0	0	0	484.296	325.963	0	0	0	0	0	0	0	427.983	532.214	232.188	0	0	327.125	544.089	338.47	0	0	0	0	0	0	0	116.882	519.03	0	0	0	0	0	0	528.329	0	0	0	0	0	0	0	0	528.61	258.868	0	0	0	0	383.778	501.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	398.579	482.079	0	0	0	0	0	497.663	361.092	0	0	0	0	0	0	0	0	540.657	357.947	0	0	0	387.743	536.451	0	0	0	0	0	0	0	0	153.152	539.485	128.287	0	0	0	217.642	540.436	0	0	0	0	0	0	0	0	519.316	0	0	0	0	0	0	0	515.998	0	0	0	0	0	0	0	0	519.518	488.92	31.075	0	132.828	500.809	508.152	0	0	0	0	0	0	0	0	469.951	392.434	0	0	0	0	0	423.097	448.793	0	0	0	0	0	0	0	311.456	520.759	0	0	0	0	0	528.411	248.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
